,price
224982,38995
354812,21900
287173,23900
121114,10997
170648,27500
253740,10000
248027,6995
183853,9500
166478,24990
248395,7000
282033,2800
36135,6999
291862,4950
316193,54980
253263,6200
133522,8750
234360,15997
175579,18950
420172,19300
123916,45000
419651,33995
227359,17900
317267,14988
205714,33990
397528,10995
284432,17586
95521,14495
247514,11999
259322,3995
381393,15990
300787,5100
296217,3800
72177,62999
362975,12288
213549,11995
392727,14000
250786,17995
81618,25555
85661,42995
260111,14982
244582,7995
7743,17500
237899,17990
296420,154
189633,2450
71845,21990
148290,25990
240734,29997
391462,6495
181119,17998
156060,7950
381188,14995
343403,4995
196954,43990
689,19990
337813,10500
159739,31990
402987,8675
92938,8999
205121,15995
189722,17900
259687,8000
263821,36950
313148,6850
233572,17000
230103,11895
282424,18590
264163,2995
347066,5488
352679,9995
327009,15890
401060,5495
376477,15700
339346,27990
406057,14990
65566,45000
328462,15000
307366,10200
384829,15500
245068,39999
412200,17799
235993,7900
257122,19950
289264,20350
174002,17995
56496,7000
250365,6500
389565,16980
11725,4299
197235,19999
85218,14995
302080,11935
309536,56999
45435,15900
358332,13999
27804,26995
86161,34444
222926,43487
217471,4900
202464,3600
264038,49989
304585,550
375420,26995
270642,25975
344100,3800
250887,8887
223304,13495
287528,21995
275763,23999
294224,13434
303102,12950
329795,27500
200042,13995
52998,7699
323853,21795
257474,36996
420870,13995
397302,35900
102214,34900
336062,35990
172361,15999
384522,9995
225659,43744
354337,3550
291474,2500
231178,7495
326748,14231
322691,29988
323839,11750
239529,10990
164307,3500
48914,8500
387153,11995
413124,10999
282641,29495
410217,9495
285301,17900
216298,10500
55489,11249
210281,7495
195232,20990
107895,2400
214228,3900
322259,8800
235250,3500
380302,21999
296926,47997
275660,16776
311703,22499
72430,7199
114933,33875
282533,10900
214573,17900
116500,4999
245779,26899
27368,30995
401625,4995
406513,18998
280709,18997
206064,30705
213757,10444
412189,37990
215202,17820
355427,9000
268543,11588
407372,8995
394197,19590
406692,799
193676,18431
352644,15995
344992,14800
361563,5995
314398,56900
229218,42990
69980,14995
329281,37995
90920,25000
280491,16900
350442,18999
203837,39980
274745,3499
154461,19995
255342,3950
151581,11995
414848,7900
129372,4995
84566,32999
327335,5200
185280,28987
261999,31800
233787,16995
331881,26995
340237,9750
385579,17990
379631,47999
244473,29990
166085,13947
184548,7950
400212,37995
412132,6999
91526,18995
269299,31950
310938,51995
183532,4995
120431,11999
389244,19980
194745,49999
288015,31995
160362,20590
269350,27288
355851,16898
44255,16590
305500,15995
229621,21990
193229,18461
144613,24995
235090,2995
400250,25990
420475,18272
33116,21990
390397,12995
243645,32470
34682,13995
274720,21999
30969,5250
183182,16900
147358,42900
364790,22900
423623,20000
298809,409
306707,12500
195214,41999
129446,17995
266038,17999
343237,7995
41338,7395
316822,7995
394008,9995
207813,11499
2019,23999
314991,21990
96892,5995
331742,15987
136767,7995
268929,24995
23485,16695
140406,26990
245574,17995
199461,10995
345611,51500
416538,11500
402750,8995
372530,4200
423650,22500
399198,8500
385548,27990
282631,19900
262030,500
310103,17995
262989,671
357803,12995
56405,9700
75282,14675
173515,11750
246367,20995
55082,6795
220438,24000
271561,42590
388017,12900
419313,9499
306756,21000
334247,29500
36632,24990
289267,10999
267097,14954
302577,7999
228363,48995
376050,19000
206808,8495
46399,8995
60574,2500
54890,1250
73400,30000
251419,7000
212507,13997
58621,9299
234607,8785
422444,3450
729,17695
327038,23860
409790,5980
223389,18570
331364,4500
146995,12995
97619,4995
297407,5995
407711,26865
89628,15500
230834,52430
382508,15695
333973,12950
400597,28995
49067,6873
16865,47999
9073,19590
205369,45995
264672,27995
232277,373
338886,24000
169815,4500
218505,11984
290670,24500
168638,24990
380186,27999
59325,10988
276937,21998
91736,13999
292723,13900
290836,16988
98588,6900
76238,35998
279081,5750
356465,14998
308323,10440
236137,23700
417649,5450
332673,16990
59324,4595
319598,15990
410437,8985
62117,17998
340041,8795
271506,30999
15059,16000
404072,280
409909,19895
374404,31495
243750,7995
414050,15745
394803,16281
397690,14750
25953,6500
231615,5300
171999,20980
234724,19000
314877,22998
345271,6200
143977,31998
103126,38998
188085,23990
387981,38995
327040,12890
366967,39495
197828,20488
254565,22590
362558,8695
78632,36995
277676,16500
237110,16995
258668,8995
244100,6000
93208,7695
286676,12995
324677,33845
35016,18150
315760,17000
261223,34777
334776,19990
390448,64995
389720,21618
276997,4000
405800,14995
92786,6900
298812,15990
194778,13780
356626,45995
293631,5500
124943,13990
354555,4700
356432,18788
309296,8999
343665,20590
272527,43900
372994,17995
333661,3500
376072,7900
326049,11997
316987,11750
34361,6995
110256,15995
65897,12550
72639,20995
120094,64999
245187,20980
413552,1500
296890,16500
357962,13999
137702,16590
419031,11900
343987,19998
328995,12950
164845,18949
408157,4995
300056,14590
325450,21990
349490,21973
88448,200
249392,29995
36918,11900
55298,19929
5343,22000
226396,14800
257504,2950
395136,5995
138008,21488
346639,13685
391131,68500
212568,18999
413117,8250
70163,1275
332974,5800
402428,8900
341709,13229
3598,17000
97796,14995
189672,17995
395761,26990
162527,35995
179929,27995
35445,9800
314840,48900
335647,9250
257111,16995
217232,6000
188472,9395
406017,15995
291247,24990
338525,16302
358340,7800
341239,54999
56158,49980
21499,16995
350400,1600
348797,11995
301774,22500
386750,9995
191540,14995
386356,8000
12083,12200
346646,48950
347015,16990
90401,10995
328635,27398
244525,4275
99545,17000
233417,23900
214931,15494
420376,6395
283088,5499
346268,11995
250820,4500
252523,15845
301111,9995
293533,8995
251351,17590
193331,31880
380438,15900
385334,11500
15860,24997
256522,3000
386518,6999
59993,8990
11256,7799
312150,6995
287537,13993
292681,13999
300834,9984
405496,8995
348038,11800
399405,32495
96623,10995
6423,18998
346798,12950
168659,23990
100867,12950
129601,18195
20508,16888
204017,8800
198564,22995
53872,17598
326228,38999
213313,14399
318949,41999
168130,7995
337835,11980
387268,5499
387696,18995
316035,11977
260620,15999
296474,7995
188365,24000
195151,9995
296900,9323
325264,63900
9071,5300
264383,28995
109622,13999
232422,11900
305526,11500
289535,373
318483,13590
206279,12300
255149,5500
93109,10000
128,6000
146420,18604
115715,7988
222878,11999
52594,44995
341122,52888
53155,14495
320538,6800
175567,17399
1536,5926
385158,12990
93910,23000
280125,16995
246746,19995
35268,3500
276890,6500
293049,9000
297757,12497
196015,18998
60650,33495
297646,40995
234871,9995
244867,12881
254220,14990
141793,48950
207402,13995
201772,12750
123491,16950
421194,20500
392995,29450
349016,9950
321866,18880
39178,15990
4598,12500
313267,18596
397877,17000
362528,32569
232896,3890
343955,32250
181692,8999
3612,11500
390340,12995
140188,113
139198,11995
350967,44999
281827,7500
67726,65000
258632,22995
367676,40893
150647,33734
201099,14990
154913,38995
405307,15900
186369,9995
170553,7900
13451,19480
343933,9900
113290,12995
190781,11638
206159,52990
37044,6499
310426,38000
101009,8995
329750,3495
101344,14760
202128,7000
194556,9980
244418,7995
344317,6000
303596,16995
310599,13998
176217,31995
271859,4277
158068,22500
412649,15999
41325,19495
184470,13695
168828,20492
333968,7975
264769,70900
1647,24000
238269,20590
301288,30483
266104,40590
215829,3999
118170,18995
209545,12500
205639,21990
55016,7900
406219,18991
319733,16998
250874,38995
388670,10000
324104,6900
346350,17995
3608,1000
167314,14700
260825,5800
308314,6995
395994,8990
95484,30500
77859,27385
344382,17500
82535,2800
245614,10695
238228,25990
78732,31999
416855,14500
330422,15500
44091,43900
394503,54995
378422,6995
31355,9500
196085,33983
291762,12500
141763,17999
249606,6999
230975,4700
210009,48995
162,1500
56857,18998
311005,9999
320332,34995
300912,20995
240718,34988
240777,14995
278450,24985
415715,56000
142266,18500
287075,3000
333511,25999
371268,18470
251467,28985
239795,17995
291931,5995
197935,17995
266753,24498
123253,8000
283951,12900
362502,17900
291149,36500
101409,10999
391122,28800
356522,23995
253286,11995
359341,16990
284592,18719
246734,24999
279199,6900
353422,14995
384411,10995
180888,39998
297177,20900
349722,14195
98737,10998
197821,24488
412598,13997
242272,18903
124666,34550
250995,10990
356703,33985
253088,17900
73799,5700
204629,16995
232076,7900
398947,10200
6153,3000
400011,3499
318847,10900
4866,4800
285395,24995
161255,19998
203722,10995
312447,10995
161885,6995
247824,16950
11114,26589
97845,5399
386037,6999
122131,13500
411037,22999
113968,17997
95796,12989
280559,37995
275517,2995
164684,37990
135333,8995
18630,14850
201994,11999
345346,4495
391293,7900
334658,13291
68772,3300
360631,25700
419839,18000
231427,31800
275092,12440
25772,7500
396152,8995
393382,3990
422951,7995
54354,15995
393231,10820
292432,12799
324343,6900
184195,322
294565,7995
4887,3000
252915,14000
227193,16990
273256,13495
338145,21999
191573,15995
198615,19995
207171,34990
350725,21995
305790,15000
333135,9990
391236,12990
422323,7500
184701,7400
40752,22770
236850,19900
341391,1700
92116,12490
212244,4600
279715,9999
297279,28990
262426,29000
350101,9999
1807,34999
271273,11244
135083,25999
274066,16500
384519,21990
289464,45995
5880,7995
155174,35995
231787,307
209365,5650
360779,12999
395005,5950
243348,11495
398237,7995
266950,37999
274332,17995
280103,30995
356518,24500
379787,70995
112862,9875
314915,49999
159550,23995
170590,29991
174418,8477
116440,22498
41911,7650
205474,12890
188914,9555
345316,12950
232453,19900
394031,20590
263511,17950
189969,8995
366743,13900
306733,5970
164780,34888
300467,16000
286427,22992
243705,23875
229927,26500
140285,31999
125254,19324
41067,9676
308915,84995
203313,17000
418605,6995
270779,17500
226798,9500
199116,28500
412521,11990
80903,13990
41791,23990
377638,19995
2875,10500
420698,9000
340779,6400
357659,17997
305538,1295
340699,47995
278174,13995
232884,17995
224335,16480
347000,8995
63761,18900
197574,17500
379224,14995
271685,7500
355414,16990
26844,20389
32737,7995
367415,12200
1870,8999
310345,8995
38275,5995
395413,18490
196789,43900
119455,5995
30987,23590
367882,36788
272065,37995
380460,8988
145691,16525
412771,19794
419509,4995
250561,11900
339713,16000
139633,3995
192517,2900
189634,6950
339755,8777
305199,22999
404419,25842
307606,22990
54118,7651
16321,16683
32085,3995
358,11995
262838,13990
165364,4500
292385,34999
200515,25500
347103,5000
33841,39999
248636,17590
94329,13990
278675,4700
333476,13731
177890,26999
300818,16900
11102,20303
4003,24999
422043,16995
370955,4400
165121,28500
422957,37990
74618,5995
345069,6500
283406,8199
207866,24900
280755,35888
206191,12000
266527,17990
264092,16800
155705,10900
233101,8695
357508,2800
144222,34998
294114,7995
211523,40990
140380,22900
236740,17995
170493,48500
140480,24995
313578,27997
115992,5500
1010,22950
336280,7895
12768,32358
273361,3995
392909,14900
327837,5988
406921,26995
71226,13988
136976,9495
260119,16500
374977,8488
20113,41998
394080,33981
314323,18997
156021,32500
207712,7500
131603,16488
398056,6850
136179,15921
96348,16498
86437,7000
257491,18552
153842,18400
318971,51000
29203,6999
72698,39995
288105,37990
114086,5495
183015,9995
98316,12400
181371,24998
382567,13750
39273,13544
262816,6495
352326,67999
293982,412
404031,29990
325950,2700
78713,35950
15078,11990
184478,26501
349330,14000
226806,21590
166070,31500
218072,19500
61563,7750
407430,8999
259165,12650
314041,19995
146865,20800
300981,5900
35285,4499
217688,9995
184347,38997
324016,17950
368517,17250
1193,8937
199608,12950
86961,11084
269459,35715
407113,19900
291603,33980
319430,41235
345403,11495
258140,4095
38863,18499
180415,13850
219909,13900
344886,16798
414902,13995
242992,11900
192997,10495
109677,11350
394509,6499
411767,21873
283676,8998
183964,5980
354781,23988
283470,26500
60213,14000
234762,7990
302646,23990
282220,8995
220243,11900
241369,14980
259826,6000
406324,15995
138054,11288
366264,19990
47249,40995
209274,16590
230553,16480
369400,11998
177346,15990
251254,10500
196138,31991
292490,28000
393708,11975
80747,5995
164638,20500
333922,2975
283907,9000
180709,3350
369246,3300
211700,4800
324136,6995
225073,900
309675,13990
87061,22985
285681,29988
310441,17000
215641,2500
423766,19998
393482,10900
62415,19999
196324,8995
270775,5499
345133,5480
419368,8500
191794,7980
300711,11500
213239,23950
388392,19995
377139,17500
323566,21999
43,18495
243361,7995
4223,14500
257417,14500
103557,386
179393,25979
159247,15990
203024,5800
405862,16990
364133,16990
238047,17500
335850,7000
409348,16995
188622,6950
320080,15000
164163,6480
412535,26500
249665,63000
276116,26995
224326,14999
413172,9895
215305,12995
277030,20991
87223,35995
184597,3300
115841,14995
304679,6995
124988,6500
275694,6495
191819,13899
1659,31000
298113,13500
340884,5497
216258,9999
266789,9000
148953,28998
236637,16900
397831,4000
200231,462
188738,15870
278502,3690
385640,7995
213036,13990
304613,13988
78975,9000
233921,74999
302281,4500
231134,15995
405995,3500
159471,9999
136097,23000
399694,31900
60847,16500
34006,24995
263059,16590
326149,14900
225591,16990
137053,10990
340384,19997
416165,16950
248214,6995
111736,2250
210482,7944
42010,4900
346627,7418
169671,12795
35940,9999
216402,17981
56439,2900
266075,7000
289969,4995
168584,29990
321079,8495
240652,4495
352924,74950
288227,20590
169294,7988
234094,28999
98807,8750
338066,18000
100803,23800
268462,51980
168402,18500
230664,17991
98379,13498
250963,21750
275766,33999
258481,9499
345892,6800
17499,6000
210370,10995
412798,12900
38465,13995
422684,18590
360197,11995
217269,15999
240845,17677
136445,232
253612,24594
261350,6350
53808,55246
255550,12988
276910,20990
381328,8424
24148,33995
412446,8999
200957,13590
121377,22995
308779,4500
25652,5997
337644,4950
171791,28998
410638,16692
314093,22995
203436,12990
112338,9700
244249,22950
399441,8995
352074,15995
256427,34990
231170,13988
243459,19991
404847,24985
286428,12950
117396,12995
52397,19969
96368,19990
419019,9500
116,9495
348728,124975
209650,12995
217107,5500
318363,21241
229294,21999
222588,14990
143774,12679
320776,2900
260170,18995
142416,13638
93560,22990
282102,16195
36108,13700
23497,7990
296607,19995
95416,27900
343794,5950
421028,5995
289131,12500
114915,17825
339695,18036
391987,14500
310637,7900
198028,8995
362836,5999
287703,14900
185588,19000
49150,33990
292783,14988
169197,10995
310323,11995
285000,16999
55232,12995
236552,11495
256989,11900
56178,19598
335798,8995
395331,19894
114432,25999
281681,6995
373305,23400
7791,21999
234671,27495
256779,4950
210159,21590
217621,13990
168454,97700
136439,14995
386531,6500
392916,11300
82603,5995
283593,29194
377873,7600
298407,6000
252096,54000
189071,14900
385878,8995
383107,19495
310532,22977
296061,22977
100268,14995
316341,36990
185488,13290
100706,14595
180122,7250
322339,18500
8361,11750
304386,11900
211260,5995
368756,14795
412740,19500
181642,23995
382199,4900
290012,7999
243928,19583
116452,31850
114520,8990
321284,6900
373307,13994
245596,16590
326589,18000
302537,8995
76570,1000
345099,4990
273693,259
244332,15597
310030,6888
256846,17200
253357,5200
23663,18698
411940,23224
388167,6900
326914,5995
398014,31995
274767,34900
205663,5950
322261,9999
289138,7990
110165,6495
349934,6655
160096,49000
270158,16500
217064,5900
413066,48500
193037,14000
190419,20990
128643,19999
7477,36000
403433,19888
319666,30988
369406,9445
348615,5000
381523,12950
156591,33999
109798,13880
404633,19500
17220,15995
328465,12950
22773,11995
120173,8950
4904,27000
300854,15995
208331,13995
402140,7550
233902,42999
152178,13995
111930,6999
404735,23999
306036,12995
24921,14995
349730,24999
175650,34990
82406,20400
409199,18992
78097,84780
383161,9200
199960,12500
266568,16500
198020,13225
184274,14525
284527,13340
259457,24590
234093,6999
119835,451
277899,15999
295706,5500
421598,25999
141749,12999
259761,12995
83605,2800
113393,219
239352,32890
67707,9450
934,6000
130068,59000
127410,36999
354165,30998
225841,11995
411566,16167
395851,3500
230777,11995
217128,5995
50988,54000
191781,42995
310660,10995
26036,7995
274853,44981
244845,17995
213035,18990
287610,16995
412803,39850
724,17995
205598,31480
282421,9888
310859,7995
198619,9750
215390,7800
117520,14500
168106,19000
39219,206
21171,18495
337001,11500
218906,20551
200565,10625
404185,32000
206030,5500
222927,21466
178574,29995
328022,4500
353108,11995
383318,2900
131499,7950
404085,8995
422896,5800
271814,15500
30262,5959
8879,5600
379299,25000
281674,350
3239,18850
71455,36900
310688,4600
9395,14495
353474,17690
13444,67999
80194,27396
260690,34999
404038,5000
99289,16289
219841,20950
93482,22595
329722,13400
366117,39528
55287,6950
206501,11900
164450,29995
385740,10995
249772,2950
24987,34998
220862,4795
411794,7995
248176,60995
235105,42500
18907,12995
314527,38998
144858,21700
194464,12735
419771,12350
401586,14500
84345,40000
288514,13298
261001,7900
351929,3950
136478,142
53446,29659
246794,8995
332850,20998
203610,30488
326368,14990
192269,5499
251677,57000
348333,15899
243908,900
194772,24950
8636,18600
423182,10995
220200,10995
299352,10000
203377,8995
35950,15900
332873,2995
26695,8995
180289,10980
219706,10990
98258,4995
216830,12495
316802,8500
358190,17997
200243,322
418623,23990
166768,7495
285464,32997
204140,28999
364709,30977
388028,34500
379660,6998
88968,205
407627,10990
171047,18950
215917,17500
225119,6999
175115,251
396514,27650
303011,7990
230463,32995
215872,27599
76338,12995
173110,9900
397577,13980
408672,20900
396443,13433
327582,6988
121452,11500
209223,11995
320871,14990
57356,39990
16289,17780
176234,15000
250055,27000
263831,12590
185359,23688
200833,456
243093,15500
216076,24924
386271,24995
343647,13988
293575,8900
13718,25000
340370,44999
227570,10487
264329,10495
259699,11699
331821,6990
353454,28999
52720,16999
291254,28990
101483,14659
15856,13500
297583,13995
234078,12999
95086,39995
283166,8500
349670,5000
148093,12960
157388,13990
131466,9899
239185,8495
304465,17997
325583,8900
156251,10201
271320,7999
284045,26194
166922,6900
137847,12857
225820,19462
224788,13990
13782,37990
220225,13800
291890,17999
313788,35000
155590,26999
241731,4500
341225,6995
348480,55995
96706,23998
60383,34590
195244,19995
330560,9950
398730,6488
351501,13990
80214,15995
348278,18598
336658,5450
87423,50995
186952,34995
266345,16990
160587,19742
149042,37200
61854,7690
366857,16999
394538,8995
234411,49999
288620,4995
340118,10995
255645,25998
135585,8988
6250,12000
197242,7000
284653,36000
422999,14995
195518,16895
301368,6500
172028,3700
250508,12875
155392,26995
285998,24800
169650,14700
411753,7000
303530,20995
414401,12490
131308,5500
239056,23900
291377,8053
111714,5995
404604,17498
413934,12000
300392,8933
301132,24988
308024,22995
269687,7950
186778,13995
287003,4300
128044,29995
197058,188
285063,30000
18430,10500
173340,22750
91324,73250
84363,26988
236791,18900
120592,22900
387995,16900
305245,17590
188134,13498
129478,4700
269805,10990
298980,13999
231675,8417
407474,15990
298925,14900
23433,6295
315170,21590
381834,24975
314621,49995
115864,8995
348667,18380
254827,30995
355054,5995
188374,11500
268808,13895
272180,5995
258372,28900
385657,2495
155593,36999
283929,94888
352661,5500
190505,4299
91133,33990
157807,43500
221592,17990
178685,45980
206411,14690
392910,17988
419698,4450
278473,22500
173042,43900
188537,11750
392244,5495
302348,17999
403349,20950
352700,19995
368644,12495
414097,13799
3964,14995
113985,46522
80084,8995
341670,15998
391480,7300
390749,4700
110678,8900
155649,38999
29548,19990
111738,25990
332376,24988
262486,8995
137805,199
328469,3950
403975,39995
175717,18950
200847,4000
16872,348
361734,8695
274672,23999
96631,45000
142656,16995
324718,9995
260360,27052
250832,27995
355104,12999
356586,14989
227910,21990
181282,25498
163776,13990
414181,6988
161152,17999
61843,31217
362778,21995
309549,18998
35869,8995
386810,60995
404541,17998
11537,16988
386215,7995
258381,8995
176923,500
137777,14995
53047,10000
214035,3900
254645,9990
266547,42500
28158,12800
235651,7990
170497,13450
325327,6799
72124,16999
301115,45995
219448,12495
243192,9800
25988,9995
189201,15445
328323,9500
63270,21900
219842,2000
95981,6100
366908,19999
315592,20495
253630,1500
251148,16995
281869,8950
11825,2500
363776,15795
1251,15250
336039,11990
161219,13998
144014,11500
165088,49980
25161,12795
176825,4400
333524,10995
416530,28900
133272,4500
146424,38999
261584,8499
207695,2750
340279,34995
195169,11900
405709,19995
254643,565
253712,29500
226675,15995
422840,30995
214532,17250
399458,41995
189092,2600
346240,7950
282741,27995
379425,3500
7600,18990
338601,9998
36883,9995
287629,5800
381308,27000
377921,7950
136624,32777
317814,9990
389962,40900
258762,19995
394980,20995
259143,14990
3111,3999
397846,8999
384495,2995
241111,16995
413874,27800
318620,12995
205196,5950
281092,17900
334744,27995
414613,11984
125397,15900
188045,19395
109707,10990
264126,12000
143657,10995
284075,33788
317634,33999
281598,13449
144078,17000
76216,12995
126096,3999
82468,4800
319447,21998
250450,18988
96830,5900
109691,22950
109046,17551
290451,18989
152936,5999
270102,7995
49083,27995
272438,13599
1055,16950
202934,2500
98761,5000
293878,10000
181092,29980
327183,10995
420174,9350
205763,8000
166807,6995
244811,53995
420722,6850
194021,12900
323059,7580
407827,28999
409370,22495
10399,19997
406209,2900
310207,3998
215175,9995
377486,8995
251934,246
198342,9700
87341,32448
243886,4995
238520,9995
423368,19900
375843,13995
326234,2000
91181,33995
345840,32000
20564,29995
234323,44995
29635,40998
291661,42900
339592,420
161462,4000
324717,6495
127085,6580
271839,29990
290487,36900
129795,24995
401107,8399
290042,20999
244429,12795
315757,8950
2751,20995
422392,18995
378607,19797
353264,8999
12841,11895
418144,8500
309529,37998
104795,29998
230776,11590
376115,32995
183009,13295
336081,23999
329855,22050
8411,7995
213896,17995
419362,25981
197108,8000
84373,49995
312223,23590
171810,7950
272669,19900
187071,17500
290264,5400
86482,17495
10216,18695
313380,7995
224891,12129
12692,15990
164143,7499
207867,40990
324300,5500
87243,9800
380003,19991
378606,8695
365488,44779
175000,11997
211478,14997
182198,2750
245846,6999
348956,39528
306109,16990
296302,20995
139349,21900
50625,6495
349062,29995
183377,22500
336583,27995
281768,26990
407360,24000
305547,16495
339067,14565
146997,389
233352,13097
255312,8250
422271,16995
338755,16995
5798,19500
336354,11495
353470,11995
397489,8650
383693,50980
208994,43777
212795,8000
235836,6995
276253,13900
30492,13495
15352,19990
327522,18990
93535,3750
405541,10500
188897,11800
202698,8995
286487,39550
181310,47995
257436,7995
275436,11900
2183,42999
8417,11995
336463,27288
191453,10999
235343,3750
214765,7849
252697,11900
25448,6995
191829,13950
419750,7850
228097,45999
341780,27999
324044,14900
166410,11000
163444,21990
324890,13995
306800,8990
398279,9995
231618,63000
257835,9300
283893,13800
15766,19998
293935,20995
308060,15450
380313,15980
274600,47981
165343,21999
216649,27995
201846,19900
312179,25990
226630,19751
187435,6950
24575,6497
259816,7999
230671,32990
401097,18995
86983,499
388107,11595
308070,419
244025,8500
361266,6500
301388,5999
369591,18481
235493,1000
289772,25900
251993,19990
300417,12000
252681,36500
341724,7500
258338,9700
81769,6995
287522,15995
307004,15123
284896,7800
210055,11977
339505,19590
397426,37950
89106,11500
98829,15900
89323,13500
289432,26975
235384,7800
153835,34995
253045,9500
346446,29995
317186,6499
196249,39693
98924,9800
95947,23998
281495,39990
417107,12995
300723,6999
246078,12995
267847,3250
280881,32988
379181,4500
204421,27000
266460,7480
288619,6999
7273,43995
415958,5900
328000,22888
81397,46599
181347,200
330969,11995
30846,38950
220314,57950
256281,35777
265294,8990
323245,14900
293553,25000
85797,569
379064,32986
9302,8499
145414,18494
202110,12980
397522,14995
351078,18598
128165,10995
320301,5950
190492,8800
404764,28998
19467,10995
231175,24997
334040,41912
289129,4900
222163,11595
409425,15750
389320,9900
181209,23995
320228,42997
384950,5900
52484,8995
9955,3900
7278,34590
210277,19800
310314,10995
298370,32999
121571,22000
337427,10688
381992,35000
77462,31990
78637,39999
322118,5900
147582,19990
138164,22995
413627,6800
346157,16750
247211,13900
398621,5995
214053,9995
259456,30000
58348,36000
71384,59999
401486,16588
274325,8335
399564,11995
263802,23990
265986,11500
278141,12000
417628,10950
118455,4500
205699,7950
300704,2500
96036,18995
421355,3995
396781,15500
140816,6995
167776,12900
251123,14590
219429,5500
338915,18494
203735,6000
398009,24995
31465,20990
184719,13995
259337,20485
249670,32990
200711,10500
175192,25475
233427,3800
26545,28500
371830,6800
194534,23995
379646,8999
119723,6495
86963,38995
346426,52900
3438,75988
31499,19428
341110,13998
146046,45988
170820,367
357216,13995
317744,20000
304055,6000
161815,8900
169894,9850
344972,13995
387386,9750
312506,31596
292376,15999
368438,14934
316715,8900
200882,12488
294447,12750
261509,5200
227460,17990
194023,17895
2133,25999
394654,18990
379376,20991
389466,6995
310367,9995
281529,8200
332560,10795
225012,11699
53653,14998
231765,30000
325042,15992
157151,9995
339343,6500
53678,49998
395641,17990
311150,5000
109533,4995
334052,25131
139841,25500
214574,20950
112534,44255
408633,24000
273017,16990
141725,5499
165696,73000
331541,12998
87416,45000
399561,9800
406055,15990
377985,7990
237869,19624
76595,10498
248729,9800
346131,6995
173070,14800
235483,10900
123490,14950
287267,2450
118639,20990
135523,31999
386082,4500
94959,1950
309488,36900
226148,6495
133035,9842
25604,3995
390385,19995
117960,358
219939,5995
363050,33955
312158,29990
325578,19000
303546,15500
30603,23500
35939,7700
225184,28995
37790,215
299617,14750
197187,15450
417547,17990
341275,24500
233047,10407
352494,18875
349772,13500
303435,32012
339809,33900
234601,64995
322827,3450
5452,24995
291209,7497
251313,10950
269010,12000
216177,11900
251785,27995
55901,10990
170421,23990
10238,20995
897,28775
270312,12500
57162,15999
33574,4200
321884,41950
211507,4700
390177,44980
262109,21000
252956,2100
344320,950
421656,5200
418164,24750
253907,12750
334443,22990
345362,10995
383391,27000
290480,11000
197908,11995
198089,26488
321886,43999
377229,23800
312004,33998
271504,20590
6207,17990
205339,3800
222742,13950
405195,13502
337209,11500
197222,8977
189165,15990
245558,19995
366205,9825
341365,26988
79677,56997
279428,4900
419224,21000
200633,14750
103543,2950
75306,32999
82660,10495
13985,44999
371359,9995
372395,14990
357908,38999
376232,7600
190830,9200
202709,5995
407691,20990
411797,14999
82254,16590
164644,21995
294472,15998
353132,7900
146763,23950
118059,8000
197838,33900
144458,15998
321049,9395
378191,37999
420414,17995
366009,349
391967,17999
291745,13500
301665,31995
261230,9830
139759,21475
236069,10995
93263,6995
314401,48999
286255,6299
356279,20990
356395,19990
369050,18950
219582,17900
211815,18999
59284,11995
252505,7995
284423,17724
319742,19000
381131,46882
113556,42390
160263,18590
310474,21500
271784,7995
385024,20100
332576,14995
310248,8995
215427,17500
274251,32999
418000,26500
345489,13990
395915,9495
243611,13998
221619,28977
196043,27400
144694,23998
181372,18995
181808,17995
308667,14500
138134,23995
410763,5495
139078,26995
395371,19999
266317,25500
1787,38000
334752,14990
82727,354
166796,6995
287323,12752
102008,42991
72754,40995
45832,12894
242395,19999
337654,5000
26275,1800
295039,19955
246408,42960
242359,17903
361235,28900
401982,21490
329041,18995
126797,20991
248013,9950
294151,12950
284861,11800
315579,19980
394852,18500
293375,8000
115685,31500
118864,9995
314049,5700
232773,9999
353536,44999
345059,13200
260173,6000
322187,22990
320588,16645
9386,13590
223200,87500
90771,16950
115843,9995
167606,7995
299325,32895
116877,17183
185233,6999
209485,27990
255206,358
225418,24998
91392,13500
104745,8888
204337,18917
185678,5195
245973,36995
240745,12950
286095,27998
296399,7399
356062,25998
215020,3950
160577,15555
336451,31995
378561,14998
353681,42500
364768,18995
324116,17990
283693,36900
206236,21990
365894,16995
393143,9995
342327,32980
313800,9465
113870,11998
315215,30000
338626,31700
64412,13999
44131,8295
238061,21990
210771,34900
378204,21995
259514,11995
137211,7789
54464,13999
210758,25950
142127,16000
16720,47999
306911,9900
368477,411
380404,33999
187159,18900
242053,17900
321269,9995
324983,9995
317755,37988
200813,2000
24029,16995
210051,20977
261392,10900
232371,11450
381616,15995
371913,51995
331482,30999
367976,14995
274852,11495
295692,16920
132975,6995
274353,14995
35299,12995
164051,5600
96794,18000
29516,23987
5594,8995
152119,70995
35998,9900
375905,71000
295599,6995
227358,36590
363357,5500
285087,11990
259605,18997
230616,6495
225298,10990
84027,19990
16967,18880
227933,43838
302074,29997
407769,19500
351986,47997
326396,33999
334900,6800
336813,4595
172384,17425
282148,8470
199509,11444
188484,60491
393789,8500
334643,7995
22523,14900
330447,11995
198261,15990
15144,10977
250830,7500
57614,8995
223489,5999
177767,58999
121103,8995
239985,11950
123934,31995
296435,363
295987,38000
304219,13750
220598,29988
376056,33820
